R,month,AvgHumidity,beta,AR,AC,AI,AF,ABK,AV,const,cityID,city,cityID2,TierID,date,tmax,city_coord,tmin,rhum,uwnd,vwnd,hpbl,wnd
30.71937422,10,0.55,1.181818182,17946.69918,880.3910585,3304.625247,0.548387097,19,5982642.476,1,2,Ahmedabad,8,2,10/1/2001,38.34,Ahmedabad,20.3,37.5,0.19999695,-0.11999512,1179.7097,0.23323295
25.42212959,11,0.52,1.181818182,25638.14168,1257.701512,3304.625247,2.7,19,5982642.476,1,2,Ahmedabad,8,2,11/1/2001,32.99,Ahmedabad,15.99,24.809998,-1.8099976,-1.1399994,1039.0875,2.13908624
21.59984843,12,0.51,1.181818182,25638.14168,1257.701512,3304.625247,3.161290323,19,7478303.095,1,2,Ahmedabad,8,2,12/1/2001,29.78998,Ahmedabad,11.88,29.920013,-1.4799957,-1.6699982,826.3871,2.231430317
20.80073621,1,0.5,1.181818182,36137.47465,2288.525692,8659.547742,2.838709677,19,17028036.55,1,2,Ahmedabad,8,2,1/1/2011,25.71,Ahmedabad,8.18,33.369995,-1.3099976,-1.800003,738.2984,2.22623101
28.52032696,2,0.43,1.181818182,31319.1447,1983.388933,8659.547742,2.821428571,19,15325232.9,1,2,Ahmedabad,8,2,2/1/2011,29.59,Ahmedabad,13.47,42.549988,0.27000427,-0.83999634,1032.8438,0.882324292
31.36664321,3,0.34,1.090909091,28909.97972,1830.820554,8659.547742,10.33333333,19,13622429.24,1,2,Ahmedabad,8,2,3/1/2011,35.84998,Ahmedabad,16.9,34.03,2.1699982,-0.1499939,1388.2822,2.175175937
38.48516303,4,0.35,1.090909091,21682.48479,1373.115415,8659.547742,16.63333333,19,13622429.24,1,2,Ahmedabad,8,2,4/1/2011,39.19,Ahmedabad,22.91,35.23999,2.6900024,-0.5200043,1832.4125,2.739802435
36.85860445,5,0.42,1.181818182,21682.48479,1373.115415,8659.547742,2.516129032,19,13622429.24,1,2,Ahmedabad,8,2,5/1/2011,41.28998,Ahmedabad,28,44.179993,6.029999,2.7899933,1523.4476,6.644166656
20.37029794,9,0.74,1.272727273,14454.98986,915.4102769,4329.773871,0.466666667,0,13622429.24,1,2,Ahmedabad,8,2,9/1/2011,31.16998,Ahmedabad,23.22998,84.899994,2.4199982,2.25,609.25836,3.304374568
29.23131056,10,0.55,1.181818182,25296.23226,1601.967985,8659.547742,1.032258065,19,13622429.24,1,2,Ahmedabad,8,2,10/1/2011,35.31,Ahmedabad,20.74,42.920013,0.11999512,-0.13000488,921.1734,0.176918336
30.86943106,11,0.52,1.181818182,36137.47465,2288.525692,8659.547742,1.366666667,19,13622429.24,1,2,Ahmedabad,8,2,11/1/2011,32.66998,Ahmedabad,20.53,43.79001,-1.5400085,-0.009994507,898.32086,1.540040931
31.00876956,12,0.51,1.181818182,36137.47465,2288.525692,8659.547742,1.903225806,19,17028036.55,1,2,Ahmedabad,8,2,12/1/2011,27.69,Ahmedabad,13.12,42.76001,-1.7100067,-1.9300079,672.18146,2.578575849
29.17890976,1,0.5,1.181818182,21958.26131,811.8692053,699.3605496,4.032258065,19,9721794.023,1,2,Ahmedabad,8,2,1/1/2001,27.36,Ahmedabad1_5,9.34,23.399994,-1.6699982,-2.699997,719.8306,3.174724837
